2007.1980 	INFO 	Loaded monitor calibration from ['2025_04_29 14:23']
2043.5110 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.5110 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.5289 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.5289 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.5469 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.5469 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.5629 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.5629 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.5788 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.5788 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.5959 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.5959 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.6138 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.6138 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.6324 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.6324 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.6495 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.6495 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.6680 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.6680 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.6874 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.6874 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.7062 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.7062 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.7242 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.7242 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.7423 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.7423 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.7636 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
2043.7636 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.7636 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.7833 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.7833 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.7983 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.7983 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.8138 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.8138 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.8290 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.8290 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.8441 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.8441 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.8578 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.8578 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.8731 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.8731 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.8906 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.8906 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.9080 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.9080 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.9242 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.9242 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.9417 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.9417 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.9590 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.9590 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.9790 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.9790 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2043.9963 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2043.9963 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.0147 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.0147 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.0331 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.0331 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.0493 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.0493 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.0665 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.0665 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.0819 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.0819 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.0974 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.0974 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.1139 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.1139 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.1296 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.1296 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.1472 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.1472 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.1632 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.1632 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.1818 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.1818 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.1980 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.1980 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.2120 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.2120 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
2044.2280 	EXP 	LeftFrame: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/RedFrame.bmp'
2044.2280 	EXP 	LeftImage: image = 'C:\\Users\\local.BME\\Desktop\\HaririTask\\stimuli/23M_FE_O.BMP'
