11.8171 	INFO 	Loaded monitor calibration from ['2025_04_29 14:23']
80.6365 	EXP 	TrialFixationEnd: autoDraw = False
80.6365 	EXP 	TopImage: autoDraw = False
80.6365 	EXP 	LeftFrame: autoDraw = False
80.6365 	EXP 	LeftImage: autoDraw = False
80.6365 	EXP 	RightFrame: autoDraw = False
80.6365 	EXP 	RightImage: autoDraw = False
80.6365 	EXP 	TrialFixationEnd: autoDraw = False
80.6365 	EXP 	TopImage: image = 'stimuli/01F_AN_O.bmp'
80.6365 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
80.6365 	EXP 	LeftImage: image = 'stimuli/19F_AN_O.BMP'
80.6365 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
80.6365 	EXP 	RightImage: image = 'stimuli/01F_AN_O.bmp'
80.6365 	EXP 	TopImage: autoDraw = True
80.6365 	EXP 	LeftFrame: autoDraw = True
80.6365 	EXP 	LeftImage: autoDraw = True
80.6365 	EXP 	RightFrame: autoDraw = True
80.6365 	EXP 	RightImage: autoDraw = True
83.4183 	EXP 	TopImage: autoDraw = False
83.4183 	EXP 	LeftFrame: autoDraw = False
83.4183 	EXP 	LeftImage: autoDraw = False
83.4183 	EXP 	RightFrame: autoDraw = False
83.4183 	EXP 	RightImage: autoDraw = False
83.4183 	EXP 	TrialFixationEnd: autoDraw = True
84.4078 	EXP 	New trial (rep=0, index=2): OrderedDict([('TrialType', 'Anger'), ('Top', 'stimuli/02f_an_o.bmp'), ('Left', 'stimuli/18F_AN_O.BMP'), ('Right', 'stimuli/02f_an_o.bmp'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '2'), ('Emotion', 'Anger'), ('Gender', 'Female'), ('TrialLength', 3), ('FixationLength', 1)])
84.4372 	EXP 	TrialFixationEnd: autoDraw = False
84.4372 	EXP 	TopImage: autoDraw = False
84.4372 	EXP 	LeftFrame: autoDraw = False
84.4372 	EXP 	LeftImage: autoDraw = False
84.4372 	EXP 	RightFrame: autoDraw = False
84.4372 	EXP 	RightImage: autoDraw = False
84.4372 	EXP 	TrialFixationEnd: autoDraw = False
84.4372 	EXP 	TopImage: image = 'stimuli/02f_an_o.bmp'
84.4372 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
84.4372 	EXP 	LeftImage: image = 'stimuli/18F_AN_O.BMP'
84.4372 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
84.4372 	EXP 	RightImage: image = 'stimuli/02f_an_o.bmp'
84.4372 	EXP 	TopImage: autoDraw = True
84.4372 	EXP 	LeftFrame: autoDraw = True
84.4372 	EXP 	LeftImage: autoDraw = True
84.4372 	EXP 	RightFrame: autoDraw = True
84.4372 	EXP 	RightImage: autoDraw = True
87.4189 	EXP 	TopImage: autoDraw = False
87.4189 	EXP 	LeftFrame: autoDraw = False
87.4189 	EXP 	LeftImage: autoDraw = False
87.4189 	EXP 	RightFrame: autoDraw = False
87.4189 	EXP 	RightImage: autoDraw = False
87.4189 	EXP 	TrialFixationEnd: autoDraw = True
88.4221 	EXP 	New trial (rep=0, index=3): OrderedDict([('TrialType', 'Anger'), ('Top', 'stimuli/20M_AN_O.BMP'), ('Left', 'stimuli/34M_AN_O.BMP'), ('Right', 'stimuli/20M_AN_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '2'), ('Emotion', 'Anger'), ('Gender', 'Male'), ('TrialLength', 3), ('FixationLength', 1)])
88.4959 	EXP 	TrialFixationEnd: autoDraw = False
88.4959 	EXP 	TopImage: autoDraw = False
88.4959 	EXP 	LeftFrame: autoDraw = False
88.4959 	EXP 	LeftImage: autoDraw = False
88.4959 	EXP 	RightFrame: autoDraw = False
88.4959 	EXP 	RightImage: autoDraw = False
88.4959 	EXP 	TrialFixationEnd: autoDraw = False
88.4959 	EXP 	TopImage: image = 'stimuli/20M_AN_O.BMP'
88.4959 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
88.4959 	EXP 	LeftImage: image = 'stimuli/34M_AN_O.BMP'
88.4959 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
88.4959 	EXP 	RightImage: image = 'stimuli/20M_AN_O.BMP'
88.4959 	EXP 	TopImage: autoDraw = True
88.4959 	EXP 	LeftFrame: autoDraw = True
88.4959 	EXP 	LeftImage: autoDraw = True
88.4959 	EXP 	RightFrame: autoDraw = True
88.4959 	EXP 	RightImage: autoDraw = True
91.4414 	EXP 	TopImage: autoDraw = False
91.4414 	EXP 	LeftFrame: autoDraw = False
91.4414 	EXP 	LeftImage: autoDraw = False
91.4414 	EXP 	RightFrame: autoDraw = False
91.4414 	EXP 	RightImage: autoDraw = False
91.4414 	EXP 	TrialFixationEnd: autoDraw = True
92.4255 	EXP 	New trial (rep=0, index=4): OrderedDict([('TrialType', 'Anger'), ('Top', 'stimuli/03F_AN_O.bmp'), ('Left', 'stimuli/03F_AN_O.bmp'), ('Right', 'stimuli/17F_AN_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '1'), ('Emotion', 'Anger'), ('Gender', 'Female'), ('TrialLength', 3), ('FixationLength', 1)])
92.4781 	EXP 	TrialFixationEnd: autoDraw = False
92.4781 	EXP 	TopImage: autoDraw = False
92.4781 	EXP 	LeftFrame: autoDraw = False
92.4781 	EXP 	LeftImage: autoDraw = False
92.4781 	EXP 	RightFrame: autoDraw = False
92.4781 	EXP 	RightImage: autoDraw = False
92.4781 	EXP 	TrialFixationEnd: autoDraw = False
92.4781 	EXP 	TopImage: image = 'stimuli/03F_AN_O.bmp'
92.4781 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
92.4781 	EXP 	LeftImage: image = 'stimuli/03F_AN_O.bmp'
92.4781 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
92.4781 	EXP 	RightImage: image = 'stimuli/17F_AN_O.BMP'
92.4781 	EXP 	TopImage: autoDraw = True
92.4781 	EXP 	LeftFrame: autoDraw = True
92.4781 	EXP 	LeftImage: autoDraw = True
92.4781 	EXP 	RightFrame: autoDraw = True
92.4781 	EXP 	RightImage: autoDraw = True
93.4241 	DATA 	Keypress: escape
93.4582 	EXP 	window1: mouseVisible = True
93.4582 	DEBUG 	Saving data for HaririTask_Ver1 ExperimentHandler
93.4610 	INFO 	saved data to C:\Users\local.BME\Desktop\HaririTask\data/sub021_HaririTask_Ver1_2025_Jul_22_0841.psydat
93.4622 	INFO 	saved data to 'C:\\Users\\local.BME\\Desktop\\HaririTask\\data/sub021_HaririTask_Ver1_2025_Jul_22_0841.csv'
