442.2343 	INFO 	Loaded monitor calibration from ['2025_04_29 14:23']
630.6622 	EXP 	RightImage: image = 'stimuli/24M_FE_O.BMP'
630.6622 	EXP 	TopImage: autoDraw = True
630.6622 	EXP 	LeftFrame: autoDraw = True
630.6622 	EXP 	LeftImage: autoDraw = True
630.6622 	EXP 	RightFrame: autoDraw = True
630.6622 	EXP 	RightImage: autoDraw = True
633.4943 	EXP 	TopImage: autoDraw = False
633.4943 	EXP 	LeftFrame: autoDraw = False
633.4943 	EXP 	LeftImage: autoDraw = False
633.4943 	EXP 	RightFrame: autoDraw = False
633.4943 	EXP 	RightImage: autoDraw = False
633.4943 	EXP 	TrialFixationEnd: autoDraw = True
634.4828 	EXP 	New trial (rep=0, index=2): OrderedDict([('TrialType', 'Fear'), ('Top', 'stimuli/19F_FE_O.BMP'), ('Left', 'stimuli/18F_FE_O.BMP'), ('Right', 'stimuli/19F_FE_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '2'), ('Emotion', 'Fear'), ('Gender', 'Female'), ('TrialLength', 3), ('FixationLength', 1)])
634.5114 	EXP 	TrialFixationEnd: autoDraw = False
634.5114 	EXP 	TopImage: autoDraw = False
634.5114 	EXP 	LeftFrame: autoDraw = False
634.5114 	EXP 	LeftImage: autoDraw = False
634.5114 	EXP 	RightFrame: autoDraw = False
634.5114 	EXP 	RightImage: autoDraw = False
634.5114 	EXP 	TrialFixationEnd: autoDraw = False
634.5114 	EXP 	TopImage: image = 'stimuli/19F_FE_O.BMP'
634.5114 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
634.5114 	EXP 	LeftImage: image = 'stimuli/18F_FE_O.BMP'
634.5114 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
634.5114 	EXP 	RightImage: image = 'stimuli/19F_FE_O.BMP'
634.5114 	EXP 	TopImage: autoDraw = True
634.5114 	EXP 	LeftFrame: autoDraw = True
634.5114 	EXP 	LeftImage: autoDraw = True
634.5114 	EXP 	RightFrame: autoDraw = True
634.5114 	EXP 	RightImage: autoDraw = True
637.4944 	EXP 	TopImage: autoDraw = False
637.4944 	EXP 	LeftFrame: autoDraw = False
637.4944 	EXP 	LeftImage: autoDraw = False
637.4944 	EXP 	RightFrame: autoDraw = False
637.4944 	EXP 	RightImage: autoDraw = False
637.4944 	EXP 	TrialFixationEnd: autoDraw = True
638.4886 	EXP 	New trial (rep=0, index=3): OrderedDict([('TrialType', 'Fear'), ('Top', 'stimuli/17F_FE_O.BMP'), ('Left', 'stimuli/17F_FE_O.BMP'), ('Right', 'stimuli/16F_FE_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '1'), ('Emotion', 'Fear'), ('Gender', 'Female'), ('TrialLength', 3), ('FixationLength', 1)])
638.5152 	EXP 	TrialFixationEnd: autoDraw = False
638.5152 	EXP 	TopImage: autoDraw = False
638.5152 	EXP 	LeftFrame: autoDraw = False
638.5152 	EXP 	LeftImage: autoDraw = False
638.5152 	EXP 	RightFrame: autoDraw = False
638.5152 	EXP 	RightImage: autoDraw = False
638.5152 	EXP 	TrialFixationEnd: autoDraw = False
638.5152 	EXP 	TopImage: image = 'stimuli/17F_FE_O.BMP'
638.5152 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
638.5152 	EXP 	LeftImage: image = 'stimuli/17F_FE_O.BMP'
638.5152 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
638.5152 	EXP 	RightImage: image = 'stimuli/16F_FE_O.BMP'
638.5152 	EXP 	TopImage: autoDraw = True
638.5152 	EXP 	LeftFrame: autoDraw = True
638.5152 	EXP 	LeftImage: autoDraw = True
638.5152 	EXP 	RightFrame: autoDraw = True
638.5152 	EXP 	RightImage: autoDraw = True
641.4996 	EXP 	TopImage: autoDraw = False
641.4996 	EXP 	LeftFrame: autoDraw = False
641.4996 	EXP 	LeftImage: autoDraw = False
641.4996 	EXP 	RightFrame: autoDraw = False
641.4996 	EXP 	RightImage: autoDraw = False
641.4996 	EXP 	TrialFixationEnd: autoDraw = True
642.4906 	EXP 	New trial (rep=0, index=4): OrderedDict([('TrialType', 'Fear'), ('Top', 'stimuli/21M_FE_O.BMP'), ('Left', 'stimuli/21M_FE_O.BMP'), ('Right', 'stimuli/22M_FE_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '1'), ('Emotion', 'Fear'), ('Gender', 'Male'), ('TrialLength', 3), ('FixationLength', 1)])
642.5188 	EXP 	TrialFixationEnd: autoDraw = False
642.5188 	EXP 	TopImage: autoDraw = False
642.5188 	EXP 	LeftFrame: autoDraw = False
642.5188 	EXP 	LeftImage: autoDraw = False
642.5188 	EXP 	RightFrame: autoDraw = False
642.5188 	EXP 	RightImage: autoDraw = False
642.5188 	EXP 	TrialFixationEnd: autoDraw = False
642.5188 	EXP 	TopImage: image = 'stimuli/21M_FE_O.BMP'
642.5188 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
642.5188 	EXP 	LeftImage: image = 'stimuli/21M_FE_O.BMP'
642.5188 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
642.5188 	EXP 	RightImage: image = 'stimuli/22M_FE_O.BMP'
642.5188 	EXP 	TopImage: autoDraw = True
642.5188 	EXP 	LeftFrame: autoDraw = True
642.5188 	EXP 	LeftImage: autoDraw = True
642.5188 	EXP 	RightFrame: autoDraw = True
642.5188 	EXP 	RightImage: autoDraw = True
645.5040 	EXP 	TopImage: autoDraw = False
645.5040 	EXP 	LeftFrame: autoDraw = False
645.5040 	EXP 	LeftImage: autoDraw = False
645.5040 	EXP 	RightFrame: autoDraw = False
645.5040 	EXP 	RightImage: autoDraw = False
645.5040 	EXP 	TrialFixationEnd: autoDraw = True
646.4951 	EXP 	New trial (rep=0, index=5): OrderedDict([('TrialType', 'Fear'), ('Top', 'stimuli/09F_FE_O.BMP'), ('Left', 'stimuli/07F_FE_O.BMP'), ('Right', 'stimuli/09F_FE_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '2'), ('Emotion', 'Fear'), ('Gender', 'Female'), ('TrialLength', 3), ('FixationLength', 1)])
646.5194 	EXP 	TrialFixationEnd: autoDraw = False
646.5194 	EXP 	TopImage: autoDraw = False
646.5194 	EXP 	LeftFrame: autoDraw = False
646.5194 	EXP 	LeftImage: autoDraw = False
646.5194 	EXP 	RightFrame: autoDraw = False
646.5194 	EXP 	RightImage: autoDraw = False
646.5194 	EXP 	TrialFixationEnd: autoDraw = False
646.5194 	EXP 	TopImage: image = 'stimuli/09F_FE_O.BMP'
646.5194 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
646.5194 	EXP 	LeftImage: image = 'stimuli/07F_FE_O.BMP'
646.5194 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
646.5194 	EXP 	RightImage: image = 'stimuli/09F_FE_O.BMP'
646.5194 	EXP 	TopImage: autoDraw = True
646.5194 	EXP 	LeftFrame: autoDraw = True
646.5194 	EXP 	LeftImage: autoDraw = True
646.5194 	EXP 	RightFrame: autoDraw = True
646.5194 	EXP 	RightImage: autoDraw = True
649.5046 	EXP 	TopImage: autoDraw = False
649.5046 	EXP 	LeftFrame: autoDraw = False
649.5046 	EXP 	LeftImage: autoDraw = False
649.5046 	EXP 	RightFrame: autoDraw = False
649.5046 	EXP 	RightImage: autoDraw = False
649.5046 	EXP 	TrialFixationEnd: autoDraw = True
650.5009 	EXP 	New trial (rep=0, index=6): OrderedDict([('TrialType', 'Fear'), ('Top', 'stimuli/08F_FE_O.BMP'), ('Left', 'stimuli/13F_FE_O.BMP'), ('Right', 'stimuli/08F_FE_O.BMP'), ('EmptyFrame', 'stimuli/EmptyFrame.bmp'), ('SelectedFrame', 'stimuli/RedFrame.bmp'), ('Correct', '2'), ('Emotion', 'Fear'), ('Gender', 'Female'), ('TrialLength', 3), ('FixationLength', 1)])
650.5337 	EXP 	TrialFixationEnd: autoDraw = False
650.5337 	EXP 	TopImage: autoDraw = False
650.5337 	EXP 	LeftFrame: autoDraw = False
650.5337 	EXP 	LeftImage: autoDraw = False
650.5337 	EXP 	RightFrame: autoDraw = False
650.5337 	EXP 	RightImage: autoDraw = False
650.5337 	EXP 	TrialFixationEnd: autoDraw = False
650.5337 	EXP 	TopImage: image = 'stimuli/08F_FE_O.BMP'
650.5337 	EXP 	LeftFrame: image = 'stimuli/EmptyFrame.bmp'
650.5337 	EXP 	LeftImage: image = 'stimuli/13F_FE_O.BMP'
650.5337 	EXP 	RightFrame: image = 'stimuli/EmptyFrame.bmp'
650.5337 	EXP 	RightImage: image = 'stimuli/08F_FE_O.BMP'
650.5337 	EXP 	TopImage: autoDraw = True
650.5337 	EXP 	LeftFrame: autoDraw = True
650.5337 	EXP 	LeftImage: autoDraw = True
650.5337 	EXP 	RightFrame: autoDraw = True
650.5337 	EXP 	RightImage: autoDraw = True
650.9653 	DATA 	Keypress: escape
651.0154 	EXP 	window1: mouseVisible = True
651.0155 	DEBUG 	Saving data for HaririTask_Ver2 ExperimentHandler
651.0180 	INFO 	saved data to C:\Users\local.BME\Desktop\HaririTask\data/sub006_HaririTask_Ver2_2025_May_22_0818.psydat
651.0195 	INFO 	saved data to 'C:\\Users\\local.BME\\Desktop\\HaririTask\\data/sub006_HaririTask_Ver2_2025_May_22_0818.csv'
