% Model,Multi-Channel SFAT (Free-Field).mph
% Version,COMSOL 6.0.0.405
% Date,"Jul 10 2024, 15:12"
% Dimension,2
% Nodes,493
% Expressions,0
% Description,
% Length unit,m
% r,z
0,0.031370149253731196
0,0.03182462686567149
0,0.03227910447761178
0,0.03273358208955207
0,0.03318805970149236
0,0.033642537313432655
0,0.034097014925372954
0,0.034551492537313246
0,0.03500597014925354
0,0.035460447761193836
0,0.03591492537313413
0,0.03636940298507442
0,0.03682388059701472
0,0.03727835820895501
0,0.037732835820895295
0,0.03818731343283559
0,0.03864179104477588
0,0.03909626865671618
0,0.03955074626865647
0,0.04000522388059676
0,0.04045970149253706
0,0.04091417910447735
0,0.04136865671641765
0,0.04182313432835794
0,0.042277611940298235
0,0.04273208955223852
0,0.04318656716417881
0,0.04364104477611911
0,0.0440955223880594
0,0.044549999999999694
0,0.045004477611939986
0,0.045458955223880285
0,0.04591343283582058
0,0.046367910447760875
0,0.04682238805970117
0,0.04727686567164146
0,0.047731343283581744
0,0.04818582089552204
0,0.048640298507462335
0,0.049094776119402626
0,0.04954925373134292
0,0.05000373134328322
0,0.050458208955223516
0,0.05091268656716381
0,0.0513671641791041
0,0.05182164179104439
0,0.05227611940298468
0,0.05273059701492498
0,0.053185074626865274
0,0.053639552238805566
0,0.054094029850745844
0,0.05454850746268615
0,0.05500298507462645
0,0.05545746268656674
0,0.05591194029850703
0,0.056366417910447324
0,0.056820895522387616
0,0.057275373134327914
0,0.057729850746268206
0,0.0581843283582085
0,0.05863880597014879
0,0.05909328358208908
0,0.059547761194029374
0,0.060002238805969665
0,0.06045671641790995
0,0.06091119402985026
0,0.06136567164179055
0,0.06182014925373085
0,0.06227462686567113
0,0.06272910447761142
0,0.06318358208955173
0,0.06363805970149201
0,0.0640925373134323
0,0.0645470149253726
0,0.06500149253731288
0,0.06545597014925318
0,0.06591044776119347
0,0.06636492537313378
0,0.06681940298507406
0,0.06727388059701436
0,0.06772835820895465
0,0.06818283582089495
0,0.06863731343283523
0,0.06909179104477553
0,0.06954626865671582
0,0.07000074626865611
0,0.07045522388059641
0,0.0709097014925367
0,0.071364179104477
0,0.07181865671641728
0,0.07227313432835758
0,0.07272761194029788
0,0.07318208955223818
0,0.07363656716417846
0,0.07409104477611876
0,0.07454552238805905
0,0.075
0,0.07545606557377049
0,0.07591213114754096
0,0.07636819672131144
0,0.07682426229508191
0,0.07728032786885236
0,0.07773639344262283
0,0.07819245901639331
0,0.07864852459016376
0,0.07910459016393423
0,0.0795606557377047
0,0.08001672131147516
0,0.08047278688524565
0,0.08092885245901611
0,0.08138491803278657
0,0.08184098360655703
0,0.08229704918032751
0,0.08275311475409797
0,0.08320918032786843
0,0.08366524590163889
0,0.08412131147540937
0,0.08457737704917985
0,0.08503344262295032
0,0.08548950819672077
0,0.08594557377049122
0,0.08640163934426169
0,0.08685770491803216
0,0.08731377049180265
0,0.08776983606557309
0,0.08822590163934357
0,0.08868196721311404
0,0.0891380327868845
0,0.08959409836065498
0,0.09005016393442544
0,0.0905062295081959
0,0.09096229508196638
0,0.09141836065573683
0,0.09187442622950731
0,0.09233049180327776
0,0.09278655737704825
0,0.0932426229508187
0,0.09369868852458918
0,0.09415475409835963
0,0.0946108196721301
0,0.09506688524590058
0,0.09552295081967102
0,0.09597901639344152
0,0.09643508196721196
0,0.09689114754098245
0,0.0973472131147529
0,0.09780327868852338
0,0.09825934426229384
0,0.0987154098360643
0,0.09917147540983477
0,0.09962754098360524
0,0.1000836065573757
0,0.10053967213114617
0,0.10099573770491663
0,0.10145180327868711
0,0.10190786885245756
0,0.10236393442622804
0,0.10281999999999851
0,0.10327606557376896
0,0.10373213114753943
0,0.10418819672130993
0,0.10464426229508036
0,0.10510032786885083
0,0.10555639344262131
0,0.10601245901639178
0,0.10646852459016225
0,0.10692459016393271
0,0.10738065573770317
0,0.10783672131147366
0,0.1082927868852441
0,0.10874885245901457
0,0.10920491803278504
0,0.10966098360655552
0,0.11011704918032598
0,0.11057311475409648
0,0.11102918032786692
0,0.1114852459016374
0,0.11194131147540787
0,0.11239737704917833
0,0.1128534426229488
0,0.11330950819671928
0,0.11376557377048975
0,0.11422163934426023
0,0.11467770491803068
0,0.11513377049180117
0,0.1155898360655716
0,0.1160459016393421
0,0.11650196721311257
0,0.11695803278688305
0,0.11741409836065352
0,0.11787016393442398
0,0.11832622950819445
0,0.11878229508196493
0,0.1192383606557354
0,0.11969442622950587
0,0.12015049180327635
0,0.12060655737704681
0,0.12106262295081728
0,0.12151868852458775
0,0.12197475409835823
0,0.1224308196721287
0,0.12288688524589914
0,0.12334295081966962
0,0.12379901639344013
0,0.12425508196721055
0,0.12471114754098103
0,0.1251672131147515
0,0.12562327868852197
0,0.12607934426229245
0,0.1265354098360629
0,0.12699147540983338
0,0.1274475409836039
0,0.12790360655737432
0,0.1283596721311448
0,0.1288157377049153
0,0.12927180327868573
0,0.1297278688524562
0,0.13018393442622667
0,0.13063999999999715
0,0.13109606557376766
0,0.13155213114753808
0,0.13200819672130856
0,0.13246426229507907
0,0.1329203278688495
0,0.13337639344261998
0,0.13383245901639046
0,0.1342885245901609
0,0.1347445901639314
0,0.13520065573770185
0,0.13565672131147233
0,0.13611278688524284
0,0.13656885245901326
0,0.13702491803278374
0,0.1374809836065542
0,0.13793704918032468
0,0.1383931147540952
0,0.1388491803278656
0,0.1393052459016361
0,0.1397613114754066
0,0.14021737704917703
0,0.1406734426229475
0,0.14112950819671796
0,0.14158557377048844
0,0.14204163934425892
0,0.1424977049180294
0,0.14295377049179986
0,0.14340983606557034
0,0.14386590163934082
0,0.14432196721311127
0,0.14477803278688173
0,0.1452340983606522
0,0.1456901639344227
0,0.14614622950819314
0,0.14660229508196362
0,0.1470583606557341
0,0.14751442622950459
0,0.14797049180327504
0,0.14842655737704552
0,0.14888262295081597
0,0.14933868852458648
0,0.1497947540983569
0,0.1502508196721274
0,0.15070688524589787
0,0.15116295081966835
0,0.1516190163934388
0,0.15207508196720929
0,0.1525311475409797
0,0.15298721311475022
0,0.15344327868852067
0,0.15389934426229115
0,0.15435540983606164
0,0.1548114754098321
0,0.15526754098360257
0,0.15572360655737305
0,0.15617967213114353
0,0.15663573770491399
0,0.15709180327868447
0,0.15754786885245492
0,0.15800393442622543
0,0.15845999999999585
0,0.15891606557376634
0,0.1593721311475368
0,0.1598281967213073
0,0.16028426229507775
0,0.16074032786884823
0,0.16119639344261866
0,0.1616524590163892
0,0.16210852459015962
0,0.1625645901639301
0,0.16302065573770058
0,0.16347672131147103
0,0.16393278688524152
0,0.164388852459012
0,0.16484491803278248
0,0.16530098360655296
0,0.16575704918032338
0,0.16621311475409387
0,0.16666918032786435
0,0.1671252459016348
0,0.16758131147540528
0,0.16803737704917576
0,0.16849344262294624
0,0.16894950819671672
0,0.16940557377048715
0,0.1698616393442576
0,0.1703177049180281
0,0.17077377049179857
0,0.17122983606556905
0,0.17168590163933953
0,0.17214196721310998
0,0.17259803278688046
0,0.17305409836065092
0,0.17351016393442142
0,0.17396622950819188
0,0.17442229508196233
0,0.1748783606557328
0,0.17533442622950332
0,0.17579049180327375
0,0.1762465573770442
0,0.17670262295081468
0,0.1771586885245852
0,0.17761475409835564
0,0.17807081967212612
0,0.17852688524589658
0,0.17898295081966706
0,0.1794390163934375
0,0.179895081967208
0,0.18035114754097847
0,0.1808072131147489
0,0.1812632786885194
0,0.18171934426228986
0,0.18217540983606031
0,0.18263147540983085
0,0.18308754098360128
0,0.18354360655737173
0,0.18399967213114224
0,0.1844557377049127
0,0.18491180327868315
0,0.18536786885245365
0,0.18582393442622414
0,0.1862799999999946
0,0.18673606557376504
0,0.18719213114753552
0,0.187648196721306
0,0.18810426229507643
0,0.1885603278688469
0,0.1890163934426174
0,0.18947245901638787
0,0.18992852459015835
0,0.1903845901639288
0,0.1908406557376993
0,0.19129672131146977
0,0.1917527868852402
0,0.19220885245901068
0,0.19266491803278118
0,0.19312098360655164
0,0.1935770491803221
0,0.19403311475409257
0,0.19448918032786305
0,0.19494524590163353
0,0.19540131147540396
0,0.19585737704917447
0,0.19631344262294495
0,0.1967695081967154
0,0.19722557377048586
0,0.19768163934425634
0,0.19813770491802682
0,0.1985937704917973
0,0.19904983606556773
0,0.19950590163933823
0,0.19996196721310872
0,0.20041803278687917
0,0.20087409836064962
0,0.20133016393442013
0,0.20178622950819058
0,0.20224229508196104
0,0.20269836065573146
0,0.20315442622950203
0,0.20361049180327248
0,0.20406655737704293
0,0.2045226229508134
0,0.2049786885245839
0,0.20543475409835432
0,0.2058908196721248
0,0.20634688524589528
0,0.20680295081966577
0,0.20725901639343625
0,0.2077150819672067
0,0.20817114754097718
0,0.20862721311474766
0,0.2090832786885181
0,0.20953934426228857
0,0.20999540983605905
0,0.21045147540982953
0,0.21090754098359998
0,0.21136360655737046
0,0.21181967213114095
0,0.21227573770491143
0,0.21273180327868185
0,0.21318786885245233
0,0.21364393442622281
0,0.21410000000000004
